stop_id,stop_name,stop_lat,stop_lon
5603743,Szob(Gr),47.824896,18.84477
5603745,Sturovo,47.800122,18.679917
8006053,Vaihingen(Enz),48.948116,8.957634
8004009,Metzingen(Württ),48.539727,9.290154
8602026,Roskilde st,55.639012,12.088855
8002021,Forbach(fr),49.214089,6.944311
8010159,Halle(Saale)Hbf,51.47751,11.987088
5100229,Rzeszow Gl.,50.04311,22.006798
8006076,Verden(Aller),52.920818,9.237855
7900001,Jesenice(SL),46.436323,14.054913
8270280,Cents-Hamm,49.614621,6.164676
8001995,Fischen,47.45659,10.271713
8004044,Mittenwald(Gr),47.39807,11.267439
8010193,Königs Wusterhausen,52.296634,13.631476
8010195,Köthen,51.751933,11.989354
8100309,Stadt Rottenmann,47.527227,14.367171
8098262,München Hbf Gl.5-10,48.140094,11.555373
8002007,Flensburg(Gr),54.814845,9.363236
8010205,Leipzig Hbf,51.345467,12.382066
8700386,Calais Ville,50.953403,1.850178
5100005,Bydgoszcz Glowna,53.135112,17.99164
8010216,Ludwigslust,53.334672,11.494489
8010217,Lübben(Spreewald),51.939735,13.877178
5100010,Gdynia Glowna,54.520844,18.529555
5100011,Gliwice,50.30111,18.677157
8010220,Lübbenau(Spreewald),51.862167,13.960904
5100013,Gniezno,52.529652,17.602182
8010222,Lutherstadt Wittenberg Hbf,51.867813,12.662286
5100015,Inowroclaw,52.804947,18.244057
8010224,Magdeburg Hbf,52.130352,11.626891
8010226,Magdeburg-Neustadt,52.148842,11.641705
5100020,Katowice,50.257512,19.017165
5100021,Bohumin(Gr),49.910474,18.333014
8002041,Frankfurt(Main)Süd,50.099365,8.686456
5100026,Konin,52.231399,18.253334
5100028,Krakow Glowny,50.067192,19.947423
5100032,Kutno,52.226959,19.348616
8000001,Aachen Hbf,50.767803,6.091495
8000002,Aalen Hbf,48.84101,10.09627
8000004,Altenbeken,51.766432,8.943323
8000008,Kehl(Gr),48.575648,7.801118
8000009,Ansbach,49.29803,10.578236
8000010,Aschaffenburg Hbf,49.980554,9.143693
8000013,Augsburg Hbf,48.365444,10.885568
8000014,Aulendorf,47.953055,9.64405
8010255,Berlin Ostbahnhof,52.510487,13.434684
8000020,Bad Hersfeld,50.869632,9.71618
8600087,Aarhus,56.150076,10.204995
5100056,Sopot,54.440166,18.56232
8000025,Bamberg,49.900757,10.899493
8000026,Basel Bad Bf,47.567292,7.607805
8004124,Müllheim(Baden),47.80974,7.599328
5100061,Tczew,54.097317,18.790152
8000031,Bensheim,49.68133,8.616718
5100065,Warszawa Centralna,52.228864,21.003233
5100066,Warszawa Wschodnia,52.251544,21.052332
5100067,Warszawa Zachodnia,52.219974,20.965245
8000036,Bielefeld Hbf,52.029259,8.532723
5100069,Wroclaw Glowny,51.098075,17.037084
5100070,Zabrze,50.305281,18.786943
5100071,Zbaszynek,52.24251,15.818093
5100072,Trzebinia,50.153938,19.453214
8000041,Bochum Hbf,51.478607,7.223273
8010282,Prenzlau,53.321611,13.866535
5100075,Ilawa Glowna,53.582253,19.573849
8000044,Bonn Hbf,50.732008,7.097136
8000045,Boppard Hbf,50.231416,7.586105
5100081,Poznan Gl.,52.401997,16.910867
5100082,Rzepin,52.350219,14.815077
8004147,München-Feldmoching,48.213814,11.541322
5100084,Terespol,52.074142,23.601224
8000055,Bruchsal,49.124619,8.589651
8000057,Buchloe,48.033725,10.716221
8000058,Büchen,53.474976,10.623299
8000059,Bünde(Westf),52.202077,8.573875
8004158,München-Pasing,48.149856,11.461876
8602175,Skanderborg st,56.043563,9.924496
8000064,Celle,52.620965,10.062633
8000067,Crailsheim,49.13787,10.064323
8000068,Darmstadt Hbf,49.872504,8.629635
8010309,Saalfeld(Saale),50.650314,11.374986
8000070,Delmenhorst,53.052789,8.629761
8000073,Singen(Hohentwiel),47.758439,8.840379
8000076,Soest,51.578423,8.104593
8000077,Donaueschingen,47.947788,8.498923
8000078,Donauwörth,48.714028,10.771441
8000079,Puttgarden(MS),54.502048,11.227905
8000080,Dortmund Hbf,51.517899,7.459294
8000082,Düsseldorf Flughafen,51.292009,6.786838
8000084,Düren,50.809513,6.482454
8000085,Düsseldorf Hbf,51.21996,6.794317
8000086,Duisburg Hbf,51.429786,6.775907
8000087,Solingen Hbf,51.160766,7.004188
8004185,Murnau,47.682264,11.192631
8000091,Steinach(b Rothenburg ob der Tauber),49.45322,10.273538
8000093,Elze(Han),52.120149,9.746896
8010334,Stendal,52.594725,11.854408
8000095,Straubing,48.876976,12.574093
8000096,Stuttgart Hbf,48.784081,9.181636
8010338,Stralsund Hbf,54.308627,13.077318
8000101,Eutingen im Gäu,48.479949,8.782236
8000103,Flensburg,54.774043,9.436525
8000105,Frankfurt(Main)Hbf,50.107149,8.663785
8000107,Freiburg(Breisgau) Hbf,47.997696,7.841174
8000108,Freilassing,47.836915,12.977196
8000111,Friedberg(Hess),50.332608,8.762056
8000112,Friedrichshafen Stadt,47.65322,9.473902
8000114,Fürth(Bay)Hbf,49.469706,10.989987
8000115,Fulda,50.554722,9.68398
8000116,Traunstein,47.869725,12.638797
8000118,Gelsenkirchen Hbf,51.5049,7.102458
8010361,Waren(Müritz),53.521513,12.680678
8000122,Treuchtlingen,48.961267,10.908158
8000124,Gießen,50.579056,8.661466
8010366,Weimar,50.99149,11.326462
8000127,Göppingen,48.700023,9.65197
8006272,Weil am Rhein,47.593972,7.608416
8000129,Treysa,50.910659,9.185672
8000134,Trier Hbf,49.756849,6.652449
8000139,Günzburg,48.460335,10.278653
8000141,Tübingen Hbf,48.515807,9.05541
8000142,Hagen Hbf,51.362745,7.460247
5100175,Myslowice,50.23779,19.1419
8506000,Winterthur,47.500332,8.723797
8000147,Hamburg-Harburg,53.45591,9.991699
8000149,Hamm(Westf),51.678077,7.807824
8000150,Hanau Hbf,50.120957,8.929003
8000151,Bad Bentheim(Gr),52.309102,7.040163
8000152,Hannover Hbf,52.376764,9.741017
8000153,Weener(Gr),53.188076,7.214068
8000155,Heide(Holst),54.193565,9.10103
8000156,Heidelberg Hbf,49.403564,8.675444
8000157,Heilbronn Hbf,49.143308,9.207714
8002206,Geilenkirchen,50.961035,6.124522
8000159,Helmstedt,52.222086,11.010554
8000162,Herford,52.119609,8.663642
8000163,Tuttlingen,47.98058,8.798543
8010404,Berlin-Spandau,52.53465,13.196902
8010405,Berlin Wannsee,52.420973,13.179526
8010406,Berlin Zoologischer Garten,52.507278,13.331992
8000168,Uelzen,52.969782,10.553057
8000169,Hildesheim Hbf,52.160627,9.953495
8000170,Ulm Hbf,48.399433,9.982224
8000171,Unna,51.538978,7.692861
8000174,Viersen,51.254946,6.403897
8000176,Homburg(Saar)Hbf,49.328081,7.337032
8000177,Horb,48.441475,8.688982
8000181,Husum,54.472275,9.055023
8000182,Immendingen,47.936003,8.729533
8000183,Ingolstadt Hbf,48.744538,11.437335
8100539,Werfen,47.4726,13.195185
8000189,Kaiserslautern Hbf,49.436141,7.768712
8012478,Leipzig Messe,51.396149,12.389275
8000191,Karlsruhe Hbf,48.993512,8.402181
8000192,Wanne-Eickel Hbf,51.531256,7.165787
8000194,Kaufbeuren,47.875433,10.629493
8004043,Mittenwald,47.440032,11.265704
8000196,Warburg(Westf),51.492953,9.163846
8000197,Kempten(Allgäu)Hbf,47.711749,10.317612
5100230,Tarnow,50.005401,20.97418
8000199,Kiel Hbf,54.314982,10.131976
5100233,Jaroslaw,50.010668,22.677897
5100234,Przemysl Gl.,49.783664,22.776364
8000206,Koblenz Hbf,50.350928,7.588343
8000207,Köln Hbf,50.943029,6.95873
5100240,Krakow Plaszow,50.035092,19.974894
8004305,Neumarkt(Oberpf),49.27322,11.456986
8000211,Krefeld Hbf,51.325718,6.569883
8600276,Borup st,55.494897,11.97293
8000213,Kreiensen,51.851425,9.967797
8602350,Soroe st,55.419019,11.568793
8000220,Weilheim(Oberbay),47.845365,11.142858
8000225,Leer(Ostfriesl),53.231647,7.465281
8000228,Lichtenfels,50.14645,11.059474
8000230,Lindau Hbf,47.544343,9.680465
5100263,Raciborz,50.090349,18.226393
8000235,Ludwigsburg,48.891862,9.18542
8000236,Ludwigshafen(Rh)Hbf,49.477985,8.433401
8000237,Lübeck Hbf,53.867544,10.669818
8000238,Lüneburg,53.249652,10.419891
8000240,Mainz Hbf,50.001113,8.258723
8000244,Mannheim Hbf,49.479352,8.468917
8004343,Niebüll,54.789603,8.834572
8000249,Memmingen,47.985578,10.186855
8000250,Wiesbaden Hbf,50.070788,8.243729
8000252,Minden(Westf),52.290135,8.934729
8000253,Mönchengladbach Hbf,51.196579,6.446111
8000257,Worms Hbf,49.634937,8.356444
8000259,Mülheim(Ruhr)Hbf,51.431341,6.88651
8000260,Würzburg Hbf,49.801795,9.935777
8000261,München Hbf,48.140229,11.558339
8000262,München Ost,48.127437,11.604975
8000263,Münster(Westf)Hbf,51.956563,7.635716
8000266,Wuppertal Hbf,51.254362,7.149544
8000271,Neumünster,54.075752,9.979815
8000274,Neuss Hbf,51.204355,6.684523
8000275,Neustadt(Weinstr)Hbf,49.349557,8.140757
8000276,Neuwied,50.431462,7.473128
8006421,Wiesloch-Walldorf,49.291351,8.664145
8000279,Nienburg(Weser),52.645568,9.217755
5600025,Nove Zamky,47.994999,18.173959
8000283,Northeim(Han),51.703139,9.98662
8000284,Nürnberg Hbf,49.445615,11.082989
8000286,Oberhausen Hbf,51.474876,6.851587
2100001,Brest Central,52.100435,23.680679
8000290,Offenburg,48.476479,7.946725
8000291,Oldenburg(Oldb),53.144326,8.222712
8000294,Osnabrück Hbf,52.272849,8.061778
8000297,Paderborn Hbf,51.712982,8.740508
8000298,Passau Hbf,48.573635,13.450775
8000299,Pforzheim Hbf,48.894154,8.703095
2100012,Orscha Central,54.520835,30.374883
8000301,Plattling,48.779622,12.863941
8000302,Plochingen,48.713084,9.410807
8000303,Igel(Gr),49.723499,6.518204
8000306,Rastatt,48.86048,8.215619
8000307,Recklinghausen Hbf,51.616357,7.203488
8000309,Regensburg Hbf,49.01167,12.099615
8000310,Remagen,50.577213,7.229781
8500023,Liestal,47.484376,7.731352
8000312,Rendsburg,54.302262,9.671135
8000314,Reutlingen Hbf,48.496076,9.209116
8000316,Rheine,52.2763,7.434259
8000318,Rheydt Hbf,51.163031,6.439567
8000320,Rosenheim,47.850021,12.119203
8000322,Rottweil,48.1653,8.639299
8000323,Saarbrücken Hbf,49.241066,6.991019
8000329,Schwäbisch Gmünd,48.801008,9.787797
8000331,Andernach,50.434546,7.404837
8000333,Hausach,48.284928,8.181667
5600081,Kuty,48.661891,17.047692
8000339,Mühlacker,48.953195,8.846105
8500026,Sissach,47.46264,7.811977
5501413,Vac,47.782728,19.133063
8004449,Norddeich,53.621581,7.160825
7900002,Lesce-Bled,46.360418,14.157974
7900003,Ljubljana,46.058687,14.51294
7900004,Zidani Most,46.085582,15.170322
5400038,Bohumin,49.90073,18.359443
8502119,Lenzburg,47.391301,8.170583
8001340,Cochem(Mosel),50.153093,7.16674
7900011,Pivka,45.675252,14.191378
7900012,Postojna,45.773099,14.221465
8000366,Villingen(Schwarzw),48.058022,8.465259
8000368,Wabern(Bz Kassel),51.103136,9.35804
7900017,Dobova,45.898391,15.655182
7900018,Sevnica,46.009677,15.301232
8070003,Frankfurt(M) Flughafen Fernbf,50.053169,8.570181
8070004,Frankfurt(M) Flughafen Regionalbf,50.051219,8.57125
5100009,Gdansk Glowny,54.355523,18.643807
8000377,Weinheim(Bergstr)Hbf,49.553306,8.66535
8012666,Potsdam Hbf,52.391569,13.066738
8000379,Wittlich Hbf,49.97312,6.943556
7900029,Ilirska Bistrica,45.569278,14.236037
7900030,Krsko,45.956237,15.493457
2000021,Wjasma,55.19739,34.317552
8270720,Mertert,49.703255,6.478643
8000385,Gunzenhausen,49.120448,10.755467
8004488,Nürtingen,48.628001,9.342651
5100012,Glogow,51.668953,16.079715
7900042,Dobova(Gr),45.890633,15.680235
8012683,Prora,54.444984,13.564057
8000664,Augustfehn,53.220887,7.759659
8000403,Aachen Süd(Gr),50.731918,6.045408
8006552,Wolfsburg Hbf,52.429495,10.787784
8004506,Oberau,47.559274,11.139271
8002461,Gütersloh Hbf,51.906943,8.385075
2000004,Smolensk,54.798341,32.034463
7900080,Borovnica,45.921322,14.367971
2100149,Brest(Gr),52.098898,23.673856
8602553,Tinglev st,54.936173,9.258233
8270780,Munsbach,49.630254,6.268583
8506302,St. Gallen(CH),47.423177,9.369879
8002504,Haffkrug,54.054187,10.742685
8506314,St. Margrethen,47.45321,9.638252
8000459,Ainring,47.815035,12.964504
5600207,Bratislava hl.st.,48.158908,17.106463
8004563,Oberndorf(Neckar),48.29567,8.575511
8012762,Ribnitz-Damgarten Ost,54.251015,12.487015
8012763,Ribnitz-Damgarten West,54.239176,12.436963
8002042,Frankfurt(Main)West,50.118862,8.639335
8000483,Alfeld(Leine),51.981418,9.817776
8000337,Marburg(Lahn),50.819275,8.775018
8004585,Oberstdorf,47.411033,10.278095
8270830,Oetrange,49.602603,6.258137
8002548,Hamburg Dammtor,53.560751,9.989569
8002549,Hamburg Hbf,53.552733,10.006909
8002553,Hamburg-Altona,53.552697,9.935175
8002554,Hamburg-Bergedorf,53.489835,10.206173
8601770,Odense st,55.401778,10.386002
8010240,Naumburg(Saale)Hbf,51.163067,11.796985
8004610,Westerstede-Ocholt,53.202162,7.88647
8100353,Flughafen Wien,48.120902,16.563074
8000522,Hude,53.10943,8.460953
8270890,Roodt/Syre,49.666804,6.303074
8600623,Fredericia st,55.568087,9.738814
8006713,Leverkusen Mitte,51.03151,6.991657
5100046,Opole Glowne,50.661514,17.925866
8000571,Lippstadt,51.670688,8.348785
8010250,Neustrelitz Hbf,53.359258,13.074603
8502113,Aarau,47.391355,8.051251
8006730,Neu-Ulm,48.393041,10.004823
8270690,Manternach,49.706455,6.423772
8270930,Sandweiler-Contern,49.600742,6.205685
8500309,Brugg AG,47.480852,8.208823
8103000,Wien Hbf,48.184923,16.375865
8602714,Valby(Koebenhavn),55.663795,12.514324
5403739,Breclav(Gr),48.712554,16.868402
2000058,Moskva Belorusskaja,55.776673,37.579809
8602722,Vamdrup st,55.428089,9.28645
5500003,Budapest-Keleti,47.500386,19.08507
5500008,Kelenföld,47.464357,19.020455
5500009,Tatabanya,47.584929,18.393611
5500016,Mosonmagyarovar,47.850354,17.266426
5500017,Hegyeshalom,47.913503,17.147023
8700436,Noisy-le-Sec,48.896509,2.458792
8800002,Bruxelles-Nord,50.860239,4.361458
5100671,Brzesko Okocim,49.986397,20.610297
8602756,Vejle st,55.706359,9.536872
8500010,Basel SBB,47.547408,7.589548
7800002,Opatija Matulji,45.364701,14.320976
8004751,Papenburg(Ems),53.089707,7.386706
7900014,Kranj,46.23901,14.348168
8004760,Peine,52.318945,10.232142
8000667,Montabaur,50.444838,7.825335
5100708,Chalupki,49.925477,18.311557
8010268,Pasewalk,53.515356,13.988878
8000029,Bebra,50.969566,9.797784
5500080,Györ,47.681986,17.634795
8400051,Almelo,52.357284,6.654813
8101044,Kitzbühel Hahnenkamm,47.443385,12.389859
8300062,Milano Lambrate,45.485067,9.237225
8400055,Amersfoort,52.153643,5.373239
8400058,Amsterdam Centraal,52.379191,4.899427
8300063,Monza,45.574824,9.273686
8400066,Apeldoorn,52.20943,5.967489
8002757,Heppenheim(Bergstr),49.641553,8.633375
8400071,Arnhem Centraal,51.98478,5.901005
8602825,Viby Sjaelland st,55.54485,12.027549
7800013,Rijeka,45.330138,14.430339
8000718,Bad Krozingen,47.919723,7.697634
8004815,Piding,47.759545,12.91153
7800020,Zagreb Glavni kolodvor,45.804436,15.978704
8089124,Frankfurt(Oder)(Gr),52.321175,14.576404
8010368,Weißenfels,51.204615,11.970926
8000732,Bad Oeynhausen,52.205394,8.79652
8002785,Herrenberg,48.593995,8.862663
8000738,Bad Reichenhall-Kirchberg,47.718536,12.874
8271080,Wecker,49.700091,6.387366
5102825,Przemysl Zasanie,49.793633,22.774117
8000039,Bingen(Rhein) Hbf,49.968725,7.884259
8002806,Herzogenrath,50.870918,6.094489
8000208,Köln-Ehrenfeld,50.951533,6.91728
8000770,Bad Zwischenahn,53.182548,8.003123
7800067,Sapjane,45.47704,14.244352
8000774,Baden-Baden,48.790329,8.190827
8602887,Vojens st,55.248476,9.304914
8100055,Kitzbühel,47.454109,12.391046
7800076,Sapjane(Gr),45.505158,14.244217
8004885,Prien a Chiemsee,47.855513,12.346612
8602903,Vordingborg st,55.012518,11.899417
2000158,Osinovka(Gr),54.707074,31.002034
8000800,Norden,53.588195,7.218913
8011044,Anklam,53.856101,13.701826
8271141,Bettembourg(fr),49.472071,6.107856
8000049,Braunschweig Hbf,52.252218,10.540293
8011051,Apolda,51.030944,11.52614
8100048,Zell am See,47.32052,12.796567
8000050,Bremen Hbf,53.083478,8.813833
8000831,Bayerisch Gmain,47.720379,12.895071
7900043,Jesenice(Gr),46.481413,14.020332
8000737,Bad Reichenhall,47.731166,12.881821
8013025,Stadtroda,50.868212,11.722788
8010297,Riesa,51.309654,13.287738
8011102,Berlin Gesundbrunnen,52.548961,13.388516
8004965,Ravensburg,47.784481,9.606098
8011113,Berlin Südkreuz,52.475043,13.365315
8100071,St.Michael in Obersteiermark,47.346625,15.00919
8000879,Bad Bentheim,52.309848,7.158542
8000880,Radolfzell,47.735876,8.968987
8000885,Berchtesgaden Hbf,47.626684,12.999058
8000891,Schlüchtern,50.341175,9.510039
8010304,Rostock Hbf,54.078242,12.131078
8400263,Groningen,53.210684,6.564274
8011160,Berlin Hbf,52.525589,13.369549
8011162,Berlin Ostkreuz,52.503035,13.469104
8003042,Igel,49.707372,6.550682
8000935,Bad Bevensen,53.078246,10.574137
8000943,Biberach(Riß),48.101845,9.793127
8013236,Warnemünde,54.176854,12.091273
5100195,Przeworsk,50.067219,22.503353
8011191,Ostseebad Binz,54.40482,13.600508
8003001,Hornberg(Schwarzw),48.211891,8.232941
8400316,Hengelo,52.261855,6.793724
8509002,Landquart,46.967442,9.554032
8400322,Hilversum,52.226671,5.1814
5400003,Decin hl.n.,50.773412,14.201249
5400004,Cheb,50.073494,12.380699
8601031,Hoeje Taastrup st,55.648622,12.268801
8003016,Hünfeld,50.673272,9.762456
5400012,Plzen hl.n.,49.743167,13.388246
5400014,Praha hl.n.,50.083058,14.436038
5400019,Usti nad Labem hl.n.,50.659564,14.044728
8010318,Schönebeck(Elbe),52.018795,11.733161
5400026,Ostrava hl.n.,49.852089,18.267258
8003036,Ibbenbüren,52.276867,7.721482
8000997,Bischofswiesen,47.65189,12.960144
8010036,Berlin-Lichtenberg,52.510137,13.496692
8003155,Venlo(Gr),51.340892,6.192714
8003065,Immenstadt,47.559202,10.214002
7800319,Jurdani,45.393089,14.308553
8601089,Horsens st,55.86279,9.835502
5100119,Kedzierzyn Kozle,50.344357,18.204765
8300046,Milano Centrale,45.487143,9.204828
8300048,Brescia,45.532161,10.21287
8300056,Como S. Giovanni,45.808975,9.072714
8300057,Domodossola,46.115292,8.296235
8003102,Itzehoe,53.92387,9.510291
8001055,Böblingen,48.687762,9.004126
8300068,Stresa,45.88453,8.531635
8089126,Schöna(Gr),50.860059,14.22213
8300076,Bressanone/Brixen,46.709892,11.649768
5101104,Gdansk Oliwa,54.40989,18.571741
8300084,Bolzano/Bozen,46.49638,11.358787
8300086,Conegliano,45.884664,12.299104
8001080,Bondorf(b Herrenberg),48.523556,8.827659
8300089,Fortezza/Franzensfeste,46.788719,11.610081
8001082,Bonn-Bad Godesberg,50.683924,7.159558
8001083,Bonn-Beuel,50.73848,7.127655
8300092,Brennero/Brenner,47.002338,11.505428
8300093,Venezia Mestre,45.481903,12.231901
8300094,Venezia Santa Lucia,45.441397,12.320462
8300098,Padova,45.417828,11.88062
8300101,Trento,46.072287,11.118901
8509000,Chur,46.853081,9.528925
8300106,Desenzano del Garda/Sirmione,45.462666,10.536274
8000098,Essen Hbf,51.451351,7.014795
8300110,Pordenone,45.956353,12.653684
8300113,Rovereto,45.890957,11.033603
8300115,Udine,46.055783,13.242162
8300120,Verona Porta Nuova,45.42866,10.982742
8300124,Peschiera del Garda,45.437577,10.701182
8300126,Vicenza,45.541097,11.540774
8300130,Treviso Centrale,45.6597,12.245133
8005905,Trier Süd,49.744632,6.636682
8003179,Treis-Karden,50.179836,7.299636
8003184,Karlsruhe-Durlach,49.00233,8.462823
8300148,Chiusi-Chianciano Terme,43.002471,11.957901
8300151,Firenze S.M.N.,43.776811,11.247807
8507000,Bern,46.948825,7.439122
2100003,Minsk-Passajirskii,53.890736,27.550643
8003200,Kassel-Wilhelmshöhe,51.313115,9.446899
5400201,Praha-Holesovice,50.110215,14.440011
5400202,Breclav,48.753904,16.893239
5400204,Praha-Smichov,50.060945,14.408153
8013456,Magdeburg-Buckau,52.1092,11.630037
8300179,Arezzo,43.461074,11.875389
8601242,Koebenhavns Lufthavn st,55.629609,12.649378
8003866,Marienhafe,53.520893,7.270727
8013470,Bernau(b Berlin),52.675655,13.592463
8300193,Cesena,44.145476,12.249511
8505000,Luzern,47.05017,8.310168
8505004,Arth-Goldau,47.049154,8.549488
8099503,Hildesheim Gbf,52.157391,9.942375
8010355,Velgast,54.277317,12.803138
5103284,Swiebodzin,52.245144,15.539536
8300217,Bologna Centrale,44.506142,11.343407
8300221,Rimini,44.064241,12.574012
8602254,Slagelse st,55.407549,11.348054
8002166,Gäufelden,48.559665,8.850312
8005321,Scharbeutz,54.018743,10.745759
8503000,Zürich HB,47.378177,8.540193
8507100,Thun,46.754694,7.629415
8601309,Koebenhavn H,55.672722,12.564618
8300257,Orvieto,42.723931,12.126754
8601318,Kolding st,55.490843,9.481525
8300263,Roma Termini,41.900492,12.502791
8503016,Zürich Flughafen,47.450379,8.562387
8005353,Cheb(Gr),50.086978,12.253502
8004903,Puttgarden,54.500367,11.226718
8400621,Utrecht Centraal,52.089397,5.109864
8005362,Schleswig,54.499459,9.538139
8001267,Bullay(DB),50.054464,7.134585
